,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),이자보상배율(이자비용)_전년도,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),감가상각비(백만원),총자본증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,종업원수,종업원수증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원),장기차입금(요약)(백만원),자산(*)(요약)(백만원),당기순이익(손실)(요약)(백만원),현금및현금성자산(요약)(백만원),영업활동으로인한현금흐름(간접법)(*)(요약)(백만원),투자활동으로인한현금흐름(*)(요약)(백만원),재무활동으로인한현금흐름(*)(요약)(백만원),유동자산(*)(요약)(백만원),유동부채(*)(요약)(백만원),법인세비용차감전순이익(손실)(요약)(백만원),*이자비용(요약)(백만원),배당금지급(-)(요약)(백만원),재고자산(요약)(백만원),매출채권및기타유동채권(요약)(백만원),단기차입금(요약)(백만원),유형자산(요약)(백만원),매출액(수익)(요약)(백만원),*(정상)영업손익(보고서기재)(요약)(백만원),이익잉여금(결손금)(요약)(백만원),자본(*)(요약)(백만원),통계청한국표준산업분류10차(대분류),보통주배당금_현금(천원),우선주배당금_현금(천원),부채(*)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),사채(요약)(백만원),장기매입채무및기타비유동채무(요약)(백만원),기타금융업부채(요약)(백만원),외국인_주식분포비율,배당금(총합)_현금(천원),시가총액,증자,장기금융부채,자본증가율,종업원수_내년,배당성향_내년,투자활동으로인한현금흐름(*)(요약)(백만원)_내년,매출원가대매출액비율_내년,보통주배당금_현금(천원)_내년,증자_내년,장기금융부채_내년,자산(*)(요약)(백만원)_내년
14,(주)대유플러스,000300,2015.0,True,0.38,0.21,74758.59,2054.38,39235.08,3205.67,15943.03,11.01,-3.52,-2.34,-11.31,-26.72,-6.46,-1.19,0.0,8.68,-0.03,0.28,-0.02,-8.36,-0.05,-18.01,91.32,99.71,-0.66,0.65,0.41,7.81,0.64,0.5,4.39,4.61,108.18,24.96,15.53,95.33,13.59,86.41,208.18,120.22,3.76,130.65,250.9,4.2,11.09,81.62,0.66,4.64,11.25,0.78,5.33,2.38,2.88,13.79,9.97,2.38,3.64,1.29,0.05,174.0,9.43,0.0,-5.31,0.0,0.0,0.0,1068.56,17733.0,784472.0,-173.0,6120.0,-5202.0,-13266.0,9374.0,171498.0,162896.0,2054.0,3818.0,0.0,30404.0,47657.0,54070.0,133844.0,495782.0,1460.0,-22416.0,106593.0,제조업,0.0,0.0,677879.0,465.0,0.0,7000.0,70.0,473015.0,1.85,0.0,104863425940.0,13.587865468748406,24803.0,3162.8109502882717,159.0,0.0,-39030.0,92.42,0.0,15.134627984677017,26990.0,706651.0
15,조선내화(주),000480,2017.0,True,-0.64,7.21,171134.01,31884.78,110196.92,-994.82,30161.49,2.99,1.6,4.21,0.83,24.06,2.66,-2.82,1.27,9.96,3.27,0.28,2.3,2.5,3.15,68.63,90.04,100.46,2.39,-0.14,2.2,15.42,-0.14,-0.29,3.61,3.79,2723.46,35.37,42.72,54.72,65.41,34.59,2786.49,122.18,10.14,70.23,45.35,6.42,13.76,21.04,0.71,1.08,34.72,2.04,9.85,1.97,3.22,5.09,5.46,1.1,1.89,1.09,1.42,574.0,3.05,0.0,2.44,56.88,2.33,181.65,117426.53,0.0,999226.0,22692.0,29319.0,28447.0,-37847.0,3503.0,353405.0,289249.0,31885.0,4962.0,0.0,150964.0,109101.0,137543.0,369641.0,694334.0,-3164.0,439082.0,653618.0,제조업,11375000.0,0.0,345609.0,26390.0,30546.0,0.0,924.0,0.0,3.09,11375000.0,348400000000.0,65.41242922021645,924.0,108141.34199134198,557.0,103.07,-27523.0,85.56,11375000.0,65.365595232451,611.0,970226.0
16,(주)대동,000490,2012.0,True,0.1,2.44,95027.23,-90.85,66528.31,6128.31,22851.91,-2.44,-0.32,1.88,-7.26,6.76,-1.98,-8.99,0.0,21.91,-0.24,0.24,-0.24,-0.64,-0.26,-6.16,78.09,99.88,-0.18,1.09,0.85,11.59,1.07,1.86,3.93,3.98,873.75,45.0,67.38,81.81,41.56,58.44,949.04,100.15,1.96,40.99,38.93,0.07,31.26,75.22,1.0,2.42,23.75,1.71,7.36,2.17,5.84,3.46,7.03,1.86,2.23,1.12,0.32,807.0,0.88,0.0,76.84,4.37,0.49,42.17,8215.33,28742.0,554437.0,-1364.0,4877.0,21358.0,-26942.0,1525.0,249479.0,249106.0,-91.0,6808.0,0.0,168090.0,73917.0,99758.0,252279.0,563460.0,652.0,197898.0,230400.0,제조업,1036000.0,0.0,324036.0,0.0,0.0,0.0,3668.0,0.0,1.77,1036000.0,134301668600.0,41.55566818231828,32410.0,1710.6973156433198,800.0,60.07,-30077.0,78.26,1036000.0,41.336746903153156,53798.0,568320.0
17,(주)대동,000490,2015.0,False,0.81,1.01,112528.03,5031.5,77719.58,5676.53,25736.28,-2.65,-1.72,-0.58,-4.24,27.24,1.18,-3.28,-32.17,22.51,0.61,0.92,0.51,1.47,0.54,14.05,77.49,99.07,-1.12,0.97,1.32,13.06,0.95,1.22,2.78,2.86,884.67,55.63,61.84,125.36,33.87,66.13,959.96,117.77,3.44,49.91,42.57,8.39,34.94,103.16,0.84,2.52,24.59,1.25,5.08,1.49,3.24,2.76,3.81,1.9,2.34,0.79,0.67,831.0,1.71,0.0,74.17,4.37,0.5,0.0,8000.26,51248.0,688285.0,3539.0,11180.0,15423.0,-18989.0,3453.0,382868.0,325097.0,5031.0,6678.0,0.0,236746.0,127971.0,143953.0,247396.0,583473.0,5433.0,197938.0,233123.0,제조업,1036410.0,0.0,455163.0,0.0,4.0,23440.0,3721.0,0.0,1.82,1036410.0,217587685700.0,33.87012647377177,78409.0,877.8137713782857,817.0,31.01,-25214.0,81.33,1243693.0,32.587516442483135,58161.0,707010.0
18,(주)대동,000490,2016.0,True,-1.84,0.81,88111.66,-18218.19,77552.1,6200.99,24620.72,-3.06,-4.22,-3.33,-2.85,-9.6,-7.82,0.33,-637.35,20.71,-3.07,-1.79,-2.65,-8.19,-2.87,-75.52,79.29,102.22,-1.59,1.06,-1.74,12.65,1.01,1.37,2.71,2.82,809.6,55.75,57.54,125.98,32.25,67.75,884.89,107.95,2.07,64.15,37.51,4.1,39.04,121.06,0.86,2.61,24.67,1.29,6.47,1.55,3.85,2.6,4.58,1.95,2.42,0.82,1.4,790.0,-4.93,0.0,71.87,3.49,0.45,0.0,7158.12,19625.0,667216.0,-17973.0,7144.0,348.0,-11412.0,7029.0,371961.0,344584.0,-18218.0,7055.0,0.0,214018.0,143751.0,164848.0,236961.0,585414.0,-12978.0,180121.0,215148.0,제조업,829128.0,0.0,452067.0,0.0,5.0,34170.0,3974.0,0.0,1.65,829128.0,169656701500.0,32.245629601208606,57769.0,1154.9723900361785,831.0,0.0,-18989.0,77.49,1036410.0,33.87012647377177,78409.0,688285.0
19,(주)대동,000490,2018.0,True,0.5,2.22,128100.52,1835.68,95092.8,8739.64,25110.7,5.76,13.15,11.06,2.22,2.72,-0.66,7.32,-87.21,19.1,0.22,0.92,0.19,0.58,0.21,5.19,80.9,99.2,-1.44,1.33,1.36,14.26,1.31,1.64,3.01,3.31,817.85,57.95,48.92,137.82,28.15,71.85,893.14,103.95,3.43,90.44,43.25,2.2,44.96,159.72,0.87,3.0,27.59,1.23,6.63,1.48,2.89,3.03,3.39,2.12,2.57,0.75,0.0,855.0,6.61,0.0,71.77,4.37,0.57,0.0,6991.72,29822.0,772717.0,1464.0,14775.0,3948.0,-50340.0,52362.0,447801.0,430777.0,1836.0,10469.0,0.0,219086.0,203681.0,255602.0,270207.0,654760.0,5220.0,184837.0,217504.0,제조업,1036410.0,0.0,555213.0,2268.0,171.0,37577.0,313.0,0.0,2.52,1036410.0,122912127800.0,28.147950672756,67712.0,1141.1817698487714,802.0,28.31,-19111.0,79.35,1243693.0,29.96033538362993,39610.0,730626.0
20,삼일제약(주),000520,2017.0,False,0.74,3.53,27882.17,-711.6,23242.19,1708.92,3642.68,34.14,83.33,85.0,-6.79,45.23,-3.22,-4.88,-242.86,44.44,-1.38,1.16,-1.07,-2.43,-1.13,-23.03,55.56,98.58,-2.08,1.86,0.37,24.94,1.83,2.58,2.89,3.87,876.96,38.5,31.57,62.6,37.77,62.23,930.31,99.52,1.89,199.25,54.74,-0.19,45.17,119.61,0.78,1.77,16.73,1.39,12.29,1.7,2.29,6.62,2.89,1.43,1.66,0.9,0.0,402.0,4.96,0.0,2.36,13.92,1.5,0.0,8871.53,27000.0,135477.0,-1267.0,991.0,3791.0,-37499.0,28531.0,52160.0,52412.0,-712.0,1771.0,0.0,16466.0,32927.0,34200.0,71893.0,92038.0,1307.0,48229.0,51167.0,제조업,765534.0,0.0,84310.0,0.0,37.0,0.0,2768.0,0.0,2.02,765534.0,46915000000.0,37.76803442650782,29768.0,455.10951357162054,383.0,88.89,-2858.0,57.16,765534.0,52.350116342393186,2000.0,100995.0
21,삼일제약(주),000520,2018.0,True,-2.39,0.74,22677.5,-8135.14,24813.82,2312.94,3685.88,9.21,-13.28,6.54,13.47,45.01,9.61,2.78,0.0,36.78,-9.05,-3.99,-6.04,-15.97,-6.68,-142.71,63.22,106.06,-2.52,2.44,-4.41,24.06,2.24,2.63,3.59,3.74,802.28,40.0,40.34,66.68,37.91,62.09,862.82,69.37,3.5,97.6,38.68,-17.67,45.09,118.95,0.67,1.76,15.77,1.07,10.37,1.7,2.66,4.69,3.37,1.1,1.41,0.76,0.0,416.0,3.48,0.0,1.38,9.39,1.09,0.0,9810.15,0.0,147949.0,-8563.0,2989.0,-2622.0,-14766.0,19453.0,59184.0,85320.0,-8135.0,2395.0,0.0,23878.0,23445.0,66709.0,62349.0,94600.0,-5732.0,36468.0,56083.0,제조업,610351.0,0.0,91866.0,0.0,74.0,0.0,3473.0,0.0,2.61,610351.0,133900000000.0,37.90698145982737,3473.0,4259.976965159804,402.0,0.0,-37499.0,55.56,765534.0,37.76803442650782,29768.0,135477.0
22,(주)천일고속,000650,2012.0,True,-67.92,185.42,28070.86,2217.51,23959.1,-622.31,2516.55,4.66,-5.42,-0.26,14.27,-22.35,0.18,5.36,-32.3,11.0,3.3,0.22,3.26,4.43,5.68,25.5,89.0,100.92,1.13,-1.13,2.14,42.9,-1.11,-4.2,0.0,0.0,477.24,36.98,1.53,58.67,71.95,28.05,576.21,214.21,20.97,360.93,579.57,19.71,0.0,0.0,0.99,1.34,7.74,3.73,29.97,2.79,2.84,149.55,48.31,1.53,5.16,1.89,0.01,439.0,2.81,0.0,51.64,0.0,0.0,0.0,28403.26,0.0,57228.0,1822.0,2071.0,4771.0,-3717.0,0.0,21161.0,9878.0,2218.0,7.0,0.0,323.0,1490.0,0.0,10408.0,55283.0,-507.0,34129.0,41176.0,운수 및 창고업,0.0,0.0,16051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38660401000.0,71.95079331795624,0.0,inf,427.0,0.0,-3323.0,84.91,0.0,75.17328407615355,0.0,54679.0
23,(주)천일고속,000650,2017.0,False,-160.58,2301.71,62919.42,34869.35,28112.84,-2677.71,2614.94,29.12,14.81,-1.72,121.39,-11.9,21.32,-5.42,984.52,12.79,49.06,1.11,45.03,63.04,70.4,379.28,87.21,103.64,0.22,-4.85,40.58,48.98,-4.67,-15.57,0.0,0.0,560.67,42.96,0.95,75.3,69.48,30.52,659.64,189.57,16.49,3402.4,522.48,20.3,0.0,0.0,0.92,1.28,7.73,3.21,37.91,2.61,2.65,187.4,9.84,1.42,3.75,1.67,0.01,405.0,-4.93,0.0,53.5,119.82,18.16,31.59,26489.17,0.0,67842.0,27104.0,2535.0,-2098.0,22736.0,-20391.0,29143.0,15373.0,34869.0,0.0,0.0,276.0,9469.0,0.0,15739.0,55246.0,-2011.0,40090.0,47139.0,운수 및 창고업,21833926.0,0.0,20704.0,0.0,0.0,0.0,0.0,0.0,0.3,21833926.0,135347134000.0,69.48350579287167,0.0,inf,426.0,285.51,6432.0,82.06,11416432.0,73.95036351870884,0.0,52542.0
24,(주)천일고속,000650,2018.0,True,-160.58,-160.58,28425.61,-317.23,27581.27,-1733.79,2895.36,18.52,6.43,74.67,-56.04,20.82,31.28,0.57,0.0,10.3,-0.37,-1.91,-0.28,-0.38,-0.52,-2.9,89.7,105.68,0.13,-3.12,-2.62,46.79,-2.94,-8.84,0.13,0.26,767.01,15.93,2.6,18.95,76.96,23.04,865.98,129.48,12.87,3024.89,412.36,3.63,1.96,2.55,0.75,1.02,7.77,2.83,39.42,2.65,2.69,182.22,5.7,1.05,3.42,1.65,0.01,418.0,4.24,0.0,28.6,79.88,9.22,0.0,38802.87,0.0,80409.0,-207.0,1273.0,-3545.0,12116.0,-9833.0,12811.0,9894.0,-317.0,2.0,0.0,334.0,10101.0,1575.0,16752.0,56467.0,-2246.0,32681.0,61884.0,운수 및 창고업,8562324.0,0.0,18525.0,0.0,0.0,0.0,0.0,0.0,0.11,8562324.0,113480068000.0,76.96153415662425,0.0,inf,405.0,31.59,22736.0,87.21,21833926.0,69.48350579287167,0.0,67842.0
25,에스케이하이닉스(주),000660,2012.0,True,-0.72,1.05,4783468.0,-199301.0,1551700.0,237556.0,3203554.0,8.18,6.3,8.4,7.63,27.52,23.67,-2.25,0.0,15.86,-1.56,-0.82,-0.88,-1.8,-0.94,-4.91,84.14,102.24,0.07,2.34,0.44,13.94,2.13,2.6,4.91,4.8,179.21,28.49,28.41,39.85,52.23,47.77,279.21,119.64,14.82,113.93,39.27,4.68,34.7,66.45,0.57,1.15,3.14,1.11,15.99,1.98,2.69,7.55,6.23,0.79,0.9,1.04,0.0,20560.0,4.89,0.0,31.39,0.0,0.0,0.0,13560.57,2301807.0,18648693.0,-158795.0,658387.0,2211651.0,-4698379.0,1917122.0,5313573.0,4441180.0,-199301.0,317926.0,0.0,1509331.0,1842753.0,1020609.0,11586192.0,10162210.0,-227349.0,3313265.0,9739442.0,제조업,0.0,0.0,8909251.0,1615.0,17020.0,1450972.0,98199.0,0.0,24.87,0.0,17874433776000.0,52.22586912659241,3850978.0,484.2586220954781,19601.0,0.0,-3389264.0,83.89,0.0,45.6851339250597,4044498.0,17238148.0
26,(주)영풍,000670,2014.0,False,-2.84,10.2,518313.77,115408.58,154769.96,4131.19,244004.04,-1.12,-8.06,0.38,-6.0,-23.09,5.25,-14.58,-40.48,3.54,3.6,-0.59,2.57,5.36,5.18,1390.8,96.46,101.05,-0.19,0.15,2.67,5.36,0.14,0.39,3.5,3.42,26953.9,22.27,33.05,28.65,74.76,25.24,26587.12,177.62,24.67,97.41,68.65,9.73,7.56,10.12,0.71,0.98,303.63,2.66,11.88,3.12,4.95,8.48,9.86,0.93,2.3,1.95,0.15,604.0,5.04,0.0,2.04,140.07,0.81,38.57,855452.83,68726.0,3895357.0,100585.0,120498.0,212657.0,-166447.0,-11282.0,867412.0,488365.0,115409.0,10305.0,-12901.0,286651.0,325894.0,178060.0,1166329.0,2796469.0,-29238.0,2424340.0,2912242.0,제조업,12901005.0,0.0,983115.0,35585.0,118.0,0.0,149.0,0.0,2.03,12901005.0,2280445520000.0,74.76187676764928,68875.0,5655.690744101634,575.0,18.06,-173894.0,91.99,12901005.0,71.49525332120284,107096.0,3939386.0
27,(주)영풍,000670,2015.0,False,-0.66,-2.84,495327.61,114650.52,150093.69,2043.14,228540.25,2.38,-12.36,-0.95,13.99,19.55,5.38,-6.48,0.65,4.27,3.44,0.02,2.28,5.13,4.68,1399.78,95.73,100.21,-0.48,0.08,2.33,5.58,0.08,0.21,3.18,2.99,28384.13,24.79,34.66,32.97,75.31,24.69,28017.36,201.83,34.27,79.38,62.18,12.51,6.55,8.7,0.66,0.88,283.97,2.66,12.76,2.82,4.26,8.31,9.49,0.87,2.39,1.85,0.2,642.0,6.29,0.0,3.53,182.09,1.02,28.9,880716.81,60981.0,3987888.0,89940.0,167881.0,210133.0,-129057.0,-33955.0,988793.0,489924.0,114651.0,8321.0,-17485.0,342688.0,304242.0,161531.0,1022188.0,2615383.0,-5522.0,2539026.0,3003442.0,제조업,16771306.0,0.0,984446.0,42426.0,97.0,0.0,236.0,0.0,2.05,16771306.0,2020717880000.0,75.31410109812512,61217.0,6514.347321822369,604.0,38.57,-166447.0,96.46,12901005.0,74.76187676764928,68875.0,3895357.0
28,(주)영풍,000670,2018.0,True,-9.39,17.21,422412.01,66698.73,178349.58,3549.9,173813.79,-1.71,-6.19,0.21,-6.09,0.44,2.54,-20.23,-54.73,0.26,1.56,-2.12,0.97,3.69,1.9,1202.17,99.74,103.67,0.11,0.12,1.05,5.66,0.11,0.28,3.94,3.82,33109.72,29.12,40.36,41.09,74.28,25.72,33020.13,193.67,26.76,54.84,56.91,14.09,6.23,8.39,0.62,0.85,322.62,2.33,9.03,2.09,3.43,5.37,8.37,0.89,2.75,1.37,0.21,663.0,0.0,0.0,2.8,186.76,0.97,47.06,947629.25,35868.0,4721553.0,46237.0,190016.0,119030.0,-175710.0,55017.0,1375051.0,709998.0,66699.0,11602.0,-17201.0,554965.0,346398.0,215009.0,1044905.0,2971432.0,-108919.0,3015834.0,3507371.0,제조업,17201340.0,0.0,1214182.0,37495.0,111.0,0.0,1427.0,0.0,3.07,17201340.0,1372319800000.0,74.28426621495089,37295.0,12660.016087947446,663.0,28.67,-378598.0,92.36,17201340.0,72.2252187306596,67586.0,4803739.0
29,(주)엘에스네트웍스,000680,2012.0,False,0.46,0.37,111004.11,29095.57,46036.13,19169.39,16703.02,4.6,8.48,-0.35,31.27,18.9,1.11,44.23,-4.96,43.38,3.01,0.78,1.44,2.47,3.96,5.0,56.62,98.55,0.64,2.93,2.83,6.84,2.85,3.33,5.7,6.22,105.24,19.64,65.2,24.45,57.07,42.93,203.3,78.8,3.0,40.0,14.34,-5.29,25.58,44.82,0.48,0.82,1.66,1.14,29.0,2.7,8.46,3.96,11.65,0.58,2.92,1.42,0.0,581.0,2.83,0.0,43.89,0.21,0.12,5.26,8698.66,45425.0,1403959.0,19717.0,10511.0,-19884.0,-15050.0,38615.0,275800.0,350013.0,29096.0,20469.0,0.0,179821.0,81305.0,262760.0,233685.0,654844.0,11870.0,416589.0,801207.0,도매 및 소매업,570309.0,255242.0,602751.0,1662.0,32425.0,49871.0,49600.0,0.0,0.08,825551.0,330293244960.0,57.06769214770517,144896.0,968.9425518992932,565.0,5.32,-59995.0,49.69,538495.0,59.0368995057317,303924.0,1342186.0
30,(주)유수홀딩스,000700,2012.0,False,-19.16,-160.58,-207010.91,-216522.42,0.0,9511.52,1414.45,-28.84,-0.74,-32.59,75.48,-1.43,-37.9,12.36,0.0,-480.68,-529.58,-27.76,-29.12,-41.58,-255.81,-98.48,580.68,607.95,-23.36,23.36,-27.84,0.0,3.68,4.29,5.54,5.54,112.88,8.55,0.02,9.35,64.53,35.47,181.44,47.03,31.41,68254.99,9886.03,-9.64,31.67,49.08,0.05,0.08,0.19,0.18,51.69,0.98,0.99,3905.23,6.38,0.06,0.97,0.3,0.0,15.0,25.0,0.0,-61.03,0.0,0.0,0.0,9071.17,1144175.0,11276396.0,-622728.0,597944.0,342528.0,-663699.0,211064.0,2257583.0,4405886.0,-593414.0,388592.0,0.0,356279.0,923062.0,159435.0,7843904.0,10606493.0,-79336.0,8819.0,1326009.0,"전문, 과학 및 기술 서비스업",0.0,0.0,9950387.0,613825.0,1028.0,1776535.0,1924002.0,0.0,14.29,0.0,248732181360.0,11.759156028220366,4844712.0,232.75678719395495,12.0,0.0,-91038.0,0.0,0.0,73.9394611862963,130000.0,865197.0
31,보해양조(주),000890,2016.0,False,-3.86,3.26,28774.95,-8999.98,24961.42,1215.81,11597.7,0.21,12.19,12.38,-16.73,-0.5,-3.74,-6.68,-182.15,37.96,-6.28,-2.6,-3.32,-7.13,-3.64,-15.24,62.04,105.22,-1.31,1.05,-2.76,19.74,0.96,1.04,2.37,2.86,107.45,34.75,69.68,53.25,45.41,54.59,207.45,83.46,1.01,30.36,11.09,-6.89,30.1,66.27,0.53,1.14,2.44,0.99,12.33,1.38,3.78,2.17,6.86,0.86,0.99,0.66,0.0,399.0,2.31,0.0,5.91,0.0,0.0,0.0,1017.03,20054.0,203875.0,-7250.0,920.0,-10017.0,-15175.0,23698.0,61025.0,91143.0,-9000.0,1563.0,0.0,37963.0,16658.0,26693.0,123416.0,115522.0,-6032.0,-11946.0,87679.0,제조업,0.0,0.0,116196.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,126989237550.0,43.0062538320049,20054.0,1016.6300987334198,390.0,0.0,-18600.0,59.18,0.0,47.359049358472596,11969.0,218463.0
32,보해양조(주),000890,2017.0,False,0.94,-3.86,33107.46,859.58,18217.4,1300.21,12730.27,-0.5,0.5,6.22,-13.11,-40.41,0.21,-13.81,0.0,36.03,10.78,1.36,4.91,10.81,5.53,22.36,63.97,97.92,-2.15,1.31,5.51,18.09,1.29,1.09,2.91,3.11,106.32,30.34,47.79,43.56,45.72,54.28,206.32,78.63,0.69,95.62,18.81,-8.24,34.67,75.82,0.46,1.0,2.07,0.84,16.85,1.4,3.46,2.35,4.3,0.68,0.8,0.63,0.0,277.0,-30.58,0.0,5.53,0.0,0.0,0.0,1019.68,32789.0,217823.0,10732.0,582.0,668.0,-11161.0,10133.0,66092.0,84050.0,860.0,2198.0,0.0,31586.0,30436.0,23941.0,124036.0,99566.0,2076.0,-830.0,99598.0,제조업,0.0,0.0,118226.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,94252852896.0,45.7242807233396,32789.0,664.317301534051,399.0,0.0,-15175.0,62.04,0.0,43.0062538320049,20054.0,203875.0
33,(주)유니온,000910,2017.0,False,0.18,6.4,57981.62,3002.53,39157.51,2007.11,11787.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.18,1.03,0.29,0.51,3.39,0.69,64.64,85.82,99.74,-1.11,1.11,1.07,19.82,1.02,1.3,3.69,3.69,1922.62,26.05,32.07,35.23,57.62,42.38,1907.35,88.87,2.81,191.24,65.67,-3.26,19.46,33.76,0.5,0.87,23.21,1.18,9.09,1.91,2.82,5.97,3.12,0.67,1.06,0.9,1183.0,224.0,-0.88,0.0,15.55,35.91,1.83,30.37,9579.95,2925.0,363300.0,1869.0,2997.0,12214.0,-48287.0,35572.0,94656.0,106512.0,3003.0,2611.0,0.0,30358.0,59764.0,67758.0,170094.0,181139.0,462.0,96372.0,209338.0,제조업,2802898.0,0.0,153961.0,0.0,0.0,0.0,0.0,0.0,2.37,2802898.0,61041430290.0,57.62124965593174,2925.0,12420.51282051282,226.0,536.18,-7070.0,84.39,981014.0,76.06457423115774,0.0,164338.0
34,(주)유니온,000910,2018.0,True,-0.26,0.18,-19192.86,-81519.61,45301.23,1348.18,13795.62,-15.61,-32.4,-27.12,17.06,15.97,-24.47,15.31,-854.94,12.86,-28.9,0.22,-18.02,-29.15,-24.16,-487.99,87.14,100.34,-0.65,0.65,-17.62,15.34,0.46,0.86,2.72,3.23,1455.91,36.14,31.77,56.6,48.04,51.96,1440.64,88.8,5.37,178.67,54.27,-4.56,33.59,69.93,0.62,1.17,26.76,1.33,10.7,2.03,2.99,6.37,3.45,0.9,1.47,0.96,0.0,224.0,0.0,0.0,14.47,17.95,1.31,0.0,6711.02,9716.0,306580.0,-60367.0,6701.0,-4499.0,-15180.0,23391.0,110804.0,124783.0,-81520.0,2801.0,0.0,35206.0,64599.0,90200.0,115017.0,208863.0,-717.0,99706.0,147283.0,제조업,1401449.0,0.0,159297.0,510.0,60.0,0.0,0.0,0.0,4.17,1401449.0,59558326485.0,48.04064192054277,9716.0,3155.413750514615,224.0,30.37,-48287.0,85.82,2802898.0,57.62124965593174,2925.0,363300.0
35,전방(주),000950,2012.0,False,-4.14,-3.75,17039.08,-36313.09,31045.72,9001.61,12167.03,4.34,11.75,10.81,-15.13,-10.36,-15.39,-3.7,0.0,-4.37,-11.9,-7.19,-6.62,-16.75,-7.73,-421.33,104.37,113.04,-3.05,3.05,-4.92,8.98,2.6,2.89,3.43,3.87,2444.79,20.29,61.66,25.45,37.19,62.81,2305.17,42.63,0.95,54.09,20.89,-27.31,49.86,134.07,0.56,1.35,35.14,0.95,19.63,2.46,6.14,4.11,7.18,0.72,0.87,0.82,0.0,856.0,-1.83,0.0,0.02,0.0,0.0,0.0,114033.42,39197.0,542146.0,-35131.0,2443.0,-19266.0,-53660.0,68607.0,109988.0,258035.0,-36313.0,9284.0,0.0,67819.0,39171.0,206074.0,358907.0,295162.0,-38476.0,84146.0,201637.0,제조업,0.0,0.0,340509.0,893.0,0.0,0.0,6530.0,0.0,0.0,0.0,42084000000.0,37.19237991242211,45727.0,1185.6146259321627,872.0,0.0,-45561.0,103.83,0.0,45.528556993696775,22304.0,519575.0
36,신라섬유(주),001000,2015.0,True,-9.55,1.94,-1416.95,-2732.87,399.4,242.52,153.15,-8.99,-0.3,0.9,-66.82,-63.12,-15.5,13.85,0.0,-5.3,-79.14,-7.17,-7.73,-18.72,-15.61,-112.57,105.3,174.22,-7.02,7.02,-7.04,6.34,3.85,1.17,1.45,1.51,450.91,5.33,67.2,5.63,39.69,60.31,550.91,9.81,1.13,8.17,0.0,-48.99,54.82,138.13,0.1,0.24,1.42,0.17,114.17,0.96,2.53,1.54,3.33,0.11,0.25,0.23,0.0,11.0,-38.89,0.0,-27.43,0.0,0.0,0.0,2734.91,500.0,33701.0,-2733.0,207.0,-767.0,-131.0,1100.0,1795.0,19826.0,-2733.0,269.0,0.0,1206.0,337.0,16975.0,13751.0,3453.0,-2563.0,-3668.0,13375.0,도매 및 소매업,0.0,0.0,20326.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,62393277800.0,39.6872496365093,500.0,6740.2,18.0,0.0,1560.0,64.53,0.0,42.655024658420245,16180.0,37107.0
37,신라섬유(주),001000,2017.0,True,0.93,1.31,2040.75,424.39,523.89,573.87,171.96,-1.23,-8.32,-0.28,-20.3,-36.53,3.04,4.53,59.74,30.31,10.23,1.67,1.26,2.94,2.8,16.84,69.69,86.55,-14.36,14.36,3.04,12.98,14.22,3.11,3.6,3.49,480.37,3.82,61.43,3.97,43.86,56.14,580.37,8.17,1.41,-5.18,2.08,-42.97,49.81,113.56,0.12,0.29,1.65,0.22,4.92,2.89,9.69,4.12,0.0,0.13,0.31,0.22,0.0,11.0,0.0,0.0,-21.24,0.0,0.0,0.0,575.43,3000.0,32122.0,409.0,211.0,1085.0,348.0,-1283.0,1227.0,15029.0,424.0,575.0,0.0,754.0,220.0,13000.0,12520.0,3997.0,538.0,-2992.0,14090.0,도매 및 소매업,0.0,0.0,18032.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,62636053200.0,43.86401842973663,3000.0,1070.7333333333333,11.0,0.0,840.0,61.35,0.0,42.049752467636296,0.0,32521.0
